Year,Month,Sector,Report_Type,Province,Count,Amount,Date,Postal_Code_Prefix
2018,5,Notaries,Electronic Funds Transfer Report,Nova Scotia,9,7955.52,2018-05-01,H3P
2021,6,Banking,Electronic Funds Transfer Report,Ontario,17,2900.76,2021-06-01,C3G
2016,4,Securities Dealers,Large Cash Transaction Report,Manitoba,14,3217.26,2016-04-01,P7B
2016,11,Accountants,Suspicious Transaction Report,Manitoba,12,13139.36,2016-11-01,P7W
2016,2,Securities Dealers,Large Cash Transaction Report,Ontario,10,5032.4,2016-02-01,X8C
2020,12,Securities Dealers,Casino Disbursement Report,Saskatchewan,7,11179.8,2020-12-01,E6X
2022,5,Money Services Businesses,Large Cash Transaction Report,Quebec,12,10802.97,2022-05-01,J4S
2018,5,Casinos,Casino Disbursement Report,British Columbia,11,11417.36,2018-05-01,J6X
2024,1,Banking,Suspicious Transaction Report,Manitoba,11,3206.9,2024-01-01,V6Z
2017,12,Casinos,Electronic Funds Transfer Report,Nunavut,9,4996.73,2017-12-01,N4H
2023,5,Banking,Electronic Funds Transfer Report,Saskatchewan,5,3742.89,2023-05-01,S5C
2015,1,Real Estate,Electronic Funds Transfer Report,Northwest Territories,10,2272.11,2015-01-01,C1X
2024,3,Banking,Electronic Funds Transfer Report,Quebec,7,11124.67,2024-03-01,M2W
2016,11,Banking,Large Cash Transaction Report,Alberta,11,21447.22,2016-11-01,K7H
2021,9,Real Estate,Large Cash Transaction Report,British Columbia,6,7854.62,2021-09-01,H8C
2017,4,Securities Dealers,Casino Disbursement Report,Ontario,11,1471.52,2017-04-01,N8C
2023,9,Securities Dealers,Large Cash Transaction Report,Alberta,10,3731.97,2023-09-01,M7V
2015,6,Securities Dealers,Casino Disbursement Report,Saskatchewan,8,6027.03,2015-06-01,Y7S
2023,1,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,12,19955.33,2023-01-01,C5H
2020,12,Banking,Suspicious Transaction Report,Nova Scotia,8,22543.33,2020-12-01,G0H
2015,3,Banking,Large Cash Transaction Report,Saskatchewan,9,38420.77,2015-03-01,J8A
2023,3,Securities Dealers,Electronic Funds Transfer Report,Nunavut,8,3210.75,2023-03-01,A9V
2023,4,Banking,Suspicious Transaction Report,Ontario,13,14292.61,2023-04-01,L2C
2024,10,Money Services Businesses,Large Cash Transaction Report,Manitoba,9,4101.35,2024-10-01,J5W
2019,4,Real Estate,Large Cash Transaction Report,Manitoba,11,831.7,2019-04-01,J4X
2021,8,Life Insurance,Suspicious Transaction Report,Saskatchewan,7,14525.37,2021-08-01,P7C
2017,3,Securities Dealers,Suspicious Transaction Report,Manitoba,11,2875.42,2017-03-01,T8Z
2022,11,Money Services Businesses,Suspicious Transaction Report,Newfoundland and Labrador,7,11045.62,2022-11-01,X5W
2017,4,Banking,Large Cash Transaction Report,Saskatchewan,15,1601.56,2017-04-01,H3E
2024,12,Casinos,Large Cash Transaction Report,Northwest Territories,10,10323.44,2024-12-01,A0J
2021,12,Money Services Businesses,Suspicious Transaction Report,Newfoundland and Labrador,17,20682.63,2021-12-01,K4E
2018,3,Banking,Casino Disbursement Report,Alberta,13,14860.87,2018-03-01,A7J
2019,7,Banking,Electronic Funds Transfer Report,British Columbia,10,1251.47,2019-07-01,J5W
2021,6,Money Services Businesses,Large Cash Transaction Report,Yukon,10,17407.78,2021-06-01,J4K
2016,1,Money Services Businesses,Large Cash Transaction Report,Saskatchewan,11,33597.27,2016-01-01,L6X
2018,10,Banking,Suspicious Transaction Report,Ontario,8,1059.46,2018-10-01,L4Z
2021,1,Securities Dealers,Large Cash Transaction Report,Prince Edward Island,8,21854.69,2021-01-01,X9Y
2017,6,Money Services Businesses,Casino Disbursement Report,Manitoba,7,8710.39,2017-06-01,Y0Z
2018,3,Banking,Electronic Funds Transfer Report,Quebec,11,25687.11,2018-03-01,M5Z
2024,9,Securities Dealers,Suspicious Transaction Report,Saskatchewan,12,24515.1,2024-09-01,A8L
2022,12,Banking,Suspicious Transaction Report,British Columbia,12,431.33,2022-12-01,V5T
2017,12,Banking,Casino Disbursement Report,Yukon,4,9418.52,2017-12-01,M3S
2023,2,Securities Dealers,Suspicious Transaction Report,Newfoundland and Labrador,8,1184.08,2023-02-01,C2L
2019,12,Life Insurance,Large Cash Transaction Report,Quebec,7,5232.16,2019-12-01,K9M
2016,3,Banking,Suspicious Transaction Report,Ontario,11,11187.71,2016-03-01,X4R
2022,9,Life Insurance,Electronic Funds Transfer Report,Nova Scotia,6,1264.29,2022-09-01,P4T
2024,12,Money Services Businesses,Suspicious Transaction Report,Manitoba,9,265.29,2024-12-01,J1X
2022,6,Securities Dealers,Large Cash Transaction Report,Ontario,5,11443.56,2022-06-01,R1B
2015,1,Accountants,Suspicious Transaction Report,Manitoba,11,19014.86,2015-01-01,A7M
2023,2,Real Estate,Suspicious Transaction Report,Alberta,9,21147.36,2023-02-01,R3Y
2016,7,Money Services Businesses,Large Cash Transaction Report,Ontario,6,22033.7,2016-07-01,T9L
2018,6,Money Services Businesses,Suspicious Transaction Report,New Brunswick,9,11046.68,2018-06-01,M0P
2020,1,Banking,Suspicious Transaction Report,Alberta,8,70617.97,2020-01-01,C7B
2023,10,Casinos,Suspicious Transaction Report,Prince Edward Island,11,7278.94,2023-10-01,M8N
2015,2,Real Estate,Suspicious Transaction Report,Nova Scotia,10,968.08,2015-02-01,A9Y
2023,6,Life Insurance,Casino Disbursement Report,Saskatchewan,7,17731.22,2023-06-01,R7P
2022,12,Banking,Large Cash Transaction Report,Newfoundland and Labrador,2,5941.61,2022-12-01,S4N
2021,6,Life Insurance,Electronic Funds Transfer Report,Ontario,9,2694.16,2021-06-01,J7M
2016,6,Banking,Suspicious Transaction Report,Prince Edward Island,8,16120.43,2016-06-01,H5E
2021,9,Banking,Suspicious Transaction Report,Newfoundland and Labrador,6,10150.49,2021-09-01,T4R
2016,2,Life Insurance,Large Cash Transaction Report,New Brunswick,10,15387.36,2016-02-01,T1C
2023,10,Accountants,Suspicious Transaction Report,Yukon,10,11571.28,2023-10-01,A1L
2018,10,Banking,Large Cash Transaction Report,Nunavut,8,21461.38,2018-10-01,C1Y
2016,11,Banking,Suspicious Transaction Report,Northwest Territories,13,740.74,2016-11-01,V0Y
2019,9,Banking,Large Cash Transaction Report,Manitoba,11,10013.27,2019-09-01,C5S
2023,9,Accountants,Electronic Funds Transfer Report,British Columbia,6,7443.88,2023-09-01,R1M
2018,10,Money Services Businesses,Casino Disbursement Report,Prince Edward Island,13,56738.67,2018-10-01,B0V
2019,9,Money Services Businesses,Large Cash Transaction Report,Quebec,10,12347.25,2019-09-01,C0M
2022,9,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,12,2584.86,2022-09-01,T9L
2017,3,Securities Dealers,Suspicious Transaction Report,Yukon,10,45.86,2017-03-01,B5M
2020,10,Banking,Electronic Funds Transfer Report,British Columbia,8,5159.34,2020-10-01,K6H
2015,9,Banking,Casino Disbursement Report,Alberta,13,4448.12,2015-09-01,T2S
2017,10,Life Insurance,Large Cash Transaction Report,Saskatchewan,9,3971.21,2017-10-01,A0L
2022,9,Securities Dealers,Electronic Funds Transfer Report,Manitoba,11,39436.37,2022-09-01,J2S
2024,3,Banking,Electronic Funds Transfer Report,Saskatchewan,12,7182.9,2024-03-01,N7K
2024,4,Money Services Businesses,Electronic Funds Transfer Report,Quebec,9,10077.56,2024-04-01,Y5C
2020,4,Banking,Electronic Funds Transfer Report,Manitoba,13,7492.44,2020-04-01,Y1B
2024,4,Securities Dealers,Suspicious Transaction Report,Alberta,15,3124.98,2024-04-01,G7E
2018,7,Banking,Electronic Funds Transfer Report,Yukon,8,6161.76,2018-07-01,M3M
2022,5,Life Insurance,Suspicious Transaction Report,Ontario,7,22677.13,2022-05-01,E5X
2017,7,Banking,Electronic Funds Transfer Report,Alberta,6,673.45,2017-07-01,M7E
2016,6,Securities Dealers,Suspicious Transaction Report,Northwest Territories,13,3023.51,2016-06-01,S2B
2024,7,Life Insurance,Casino Disbursement Report,Quebec,9,1717.21,2024-07-01,V8B
2022,8,Money Services Businesses,Electronic Funds Transfer Report,Nova Scotia,5,36287.69,2022-08-01,R9N
2018,6,Securities Dealers,Large Cash Transaction Report,Nova Scotia,14,6389.4,2018-06-01,M7A
2023,9,Banking,Suspicious Transaction Report,Manitoba,12,8346.47,2023-09-01,J2G
2017,4,Casinos,Electronic Funds Transfer Report,Nunavut,9,4591.33,2017-04-01,S1X
2023,12,Banking,Electronic Funds Transfer Report,Ontario,11,2991.0,2023-12-01,Y8A
2024,5,Life Insurance,Large Cash Transaction Report,Ontario,9,26019.34,2024-05-01,H4K
2020,9,Casinos,Casino Disbursement Report,Northwest Territories,11,37245.89,2020-09-01,P7R
2019,9,Banking,Suspicious Transaction Report,Nova Scotia,9,2104.83,2019-09-01,T7G
2016,2,Banking,Electronic Funds Transfer Report,Prince Edward Island,6,4679.17,2016-02-01,G6M
2020,2,Banking,Large Cash Transaction Report,Ontario,11,5387.88,2020-02-01,X1P
2018,9,Banking,Suspicious Transaction Report,Quebec,18,2241.84,2018-09-01,X3C
2019,6,Securities Dealers,Large Cash Transaction Report,Alberta,7,16198.17,2019-06-01,L8V
2020,8,Securities Dealers,Electronic Funds Transfer Report,Manitoba,10,10512.52,2020-08-01,G1N
2021,8,Life Insurance,Suspicious Transaction Report,Northwest Territories,13,15882.78,2021-08-01,P1K
2018,8,Casinos,Electronic Funds Transfer Report,Ontario,11,5465.17,2018-08-01,P0T
2022,5,Securities Dealers,Suspicious Transaction Report,Yukon,13,8655.32,2022-05-01,H4Z
2019,11,Life Insurance,Large Cash Transaction Report,Ontario,8,12793.05,2019-11-01,H3P
2021,11,Banking,Electronic Funds Transfer Report,British Columbia,10,17368.36,2021-11-01,N8Y
2020,10,Banking,Suspicious Transaction Report,Ontario,11,11989.58,2020-10-01,X5T
2019,4,Banking,Large Cash Transaction Report,British Columbia,10,61658.32,2019-04-01,B9X
2021,3,Money Services Businesses,Large Cash Transaction Report,Manitoba,3,9093.63,2021-03-01,H2M
2018,4,Casinos,Large Cash Transaction Report,Nunavut,11,21104.3,2018-04-01,X8C
2021,8,Real Estate,Large Cash Transaction Report,British Columbia,13,34533.84,2021-08-01,J1Y
2017,4,Banking,Suspicious Transaction Report,Nunavut,19,1898.34,2017-04-01,M4T
2022,8,Banking,Suspicious Transaction Report,Prince Edward Island,7,21778.85,2022-08-01,C5V
2024,8,Banking,Electronic Funds Transfer Report,New Brunswick,5,1883.18,2024-08-01,R3W
2018,1,Banking,Suspicious Transaction Report,Manitoba,9,9425.83,2018-01-01,E9S
2018,11,Banking,Suspicious Transaction Report,Northwest Territories,12,13026.1,2018-11-01,J2R
2015,11,Banking,Suspicious Transaction Report,Manitoba,11,7458.33,2015-11-01,G3T
2022,12,Banking,Suspicious Transaction Report,Saskatchewan,10,6801.91,2022-12-01,S7A
2019,12,Banking,Suspicious Transaction Report,Nunavut,14,1681.93,2019-12-01,T0A
2023,9,Banking,Suspicious Transaction Report,Alberta,7,7879.86,2023-09-01,R4V
2017,3,Money Services Businesses,Suspicious Transaction Report,Manitoba,11,22614.21,2017-03-01,Y0X
2019,6,Money Services Businesses,Suspicious Transaction Report,Yukon,7,21.05,2019-06-01,V9J
2018,3,Casinos,Suspicious Transaction Report,Saskatchewan,11,27047.93,2018-03-01,Y2P
2021,9,Securities Dealers,Suspicious Transaction Report,Nunavut,11,8439.6,2021-09-01,N7E
2024,1,Securities Dealers,Large Cash Transaction Report,Saskatchewan,16,13652.77,2024-01-01,C8R
2019,7,Banking,Electronic Funds Transfer Report,Manitoba,8,20900.97,2019-07-01,A7B
2016,5,Banking,Large Cash Transaction Report,Nunavut,5,9996.73,2016-05-01,E6R
2020,12,Money Services Businesses,Large Cash Transaction Report,Prince Edward Island,11,19641.48,2020-12-01,A9A
2018,3,Banking,Large Cash Transaction Report,Nunavut,5,7935.97,2018-03-01,M8Y
2020,12,Life Insurance,Large Cash Transaction Report,Saskatchewan,13,1645.89,2020-12-01,G8G
2015,11,Life Insurance,Casino Disbursement Report,Newfoundland and Labrador,10,14226.93,2015-11-01,H9B
2015,7,Life Insurance,Large Cash Transaction Report,New Brunswick,11,6888.45,2015-07-01,H2H
2018,1,Money Services Businesses,Suspicious Transaction Report,Alberta,13,1519.49,2018-01-01,K4L
2021,6,Life Insurance,Large Cash Transaction Report,Quebec,14,23968.1,2021-06-01,N7B
2021,7,Securities Dealers,Large Cash Transaction Report,Alberta,10,23115.53,2021-07-01,S4S
2015,9,Money Services Businesses,Large Cash Transaction Report,Yukon,10,3612.07,2015-09-01,L9W
2019,9,Securities Dealers,Large Cash Transaction Report,Saskatchewan,10,10206.94,2019-09-01,C7R
2020,7,Banking,Large Cash Transaction Report,Prince Edward Island,13,3855.66,2020-07-01,X6G
2019,5,Banking,Suspicious Transaction Report,Nova Scotia,10,5468.49,2019-05-01,V8P
2021,7,Securities Dealers,Large Cash Transaction Report,Northwest Territories,7,4471.89,2021-07-01,H5M
2020,11,Banking,Electronic Funds Transfer Report,Alberta,12,10204.52,2020-11-01,B5C
2019,1,Real Estate,Large Cash Transaction Report,Yukon,11,13667.13,2019-01-01,J5C
2019,7,Banking,Suspicious Transaction Report,Northwest Territories,17,4158.51,2019-07-01,Y0G
2023,12,Banking,Electronic Funds Transfer Report,Northwest Territories,10,611.63,2023-12-01,R7H
2017,10,Securities Dealers,Casino Disbursement Report,British Columbia,4,4475.28,2017-10-01,J2S
2023,4,Real Estate,Electronic Funds Transfer Report,Ontario,11,11346.25,2023-04-01,A9A
2016,2,Securities Dealers,Suspicious Transaction Report,Yukon,11,893.75,2016-02-01,S6K
2024,6,Banking,Large Cash Transaction Report,Nova Scotia,6,6821.08,2024-06-01,B8E
2021,7,Securities Dealers,Large Cash Transaction Report,Ontario,11,21602.64,2021-07-01,T7C
2020,11,Money Services Businesses,Electronic Funds Transfer Report,Yukon,10,8829.77,2020-11-01,R4R
2022,7,Life Insurance,Large Cash Transaction Report,New Brunswick,4,3646.31,2022-07-01,G2K
2023,8,Life Insurance,Suspicious Transaction Report,Manitoba,10,47301.12,2023-08-01,N3B
2020,5,Life Insurance,Electronic Funds Transfer Report,New Brunswick,12,23044.86,2020-05-01,P6H
2016,10,Banking,Electronic Funds Transfer Report,Quebec,7,780.77,2016-10-01,X9V
2024,11,Banking,Large Cash Transaction Report,British Columbia,10,19423.34,2024-11-01,S9Y
2018,10,Accountants,Suspicious Transaction Report,Alberta,8,1039.3,2018-10-01,H5G
2017,11,Banking,Large Cash Transaction Report,Quebec,7,1183.46,2017-11-01,K0N
2017,8,Banking,Suspicious Transaction Report,Alberta,13,575.91,2017-08-01,E5J
2019,4,Life Insurance,Electronic Funds Transfer Report,Saskatchewan,7,5724.86,2019-04-01,K2H
2024,10,Money Services Businesses,Suspicious Transaction Report,Northwest Territories,7,10356.67,2024-10-01,Y9N
2015,1,Securities Dealers,Suspicious Transaction Report,Yukon,12,13705.54,2015-01-01,R2G
2023,12,Banking,Electronic Funds Transfer Report,Nova Scotia,14,175.76,2023-12-01,P9Z
2018,8,Banking,Large Cash Transaction Report,Saskatchewan,8,2862.46,2018-08-01,K3C
2021,4,Life Insurance,Suspicious Transaction Report,Nova Scotia,11,16738.51,2021-04-01,T0B
2021,5,Banking,Large Cash Transaction Report,Quebec,8,11774.23,2021-05-01,L9S
2021,4,Securities Dealers,Electronic Funds Transfer Report,Ontario,9,750.45,2021-04-01,E0Z
2019,7,Life Insurance,Suspicious Transaction Report,Yukon,12,7839.38,2019-07-01,L5A
2018,10,Casinos,Casino Disbursement Report,Newfoundland and Labrador,13,8625.0,2018-10-01,Y1X
2018,3,Real Estate,Suspicious Transaction Report,Nova Scotia,7,2111.45,2018-03-01,B1V
2019,2,Real Estate,Casino Disbursement Report,Yukon,8,3168.47,2019-02-01,S8G
2020,10,Securities Dealers,Suspicious Transaction Report,Yukon,7,8306.11,2020-10-01,B7L
2024,12,Casinos,Large Cash Transaction Report,Northwest Territories,9,14178.87,2024-12-01,E5W
2021,2,Money Services Businesses,Large Cash Transaction Report,Quebec,7,9102.35,2021-02-01,G7H
2019,7,Real Estate,Casino Disbursement Report,Nova Scotia,14,6433.49,2019-07-01,N9V
2023,11,Banking,Large Cash Transaction Report,Alberta,8,8100.62,2023-11-01,G0W
2023,12,Banking,Suspicious Transaction Report,British Columbia,14,11230.64,2023-12-01,G5J
2015,10,Securities Dealers,Electronic Funds Transfer Report,Alberta,8,12317.13,2015-10-01,Y7Z
2019,6,Real Estate,Suspicious Transaction Report,Manitoba,9,2343.19,2019-06-01,P7S
2016,2,Securities Dealers,Electronic Funds Transfer Report,Newfoundland and Labrador,9,2487.25,2016-02-01,C7R
2018,8,Real Estate,Suspicious Transaction Report,Alberta,11,124.88,2018-08-01,A5Y
2021,6,Banking,Large Cash Transaction Report,Newfoundland and Labrador,9,10158.97,2021-06-01,C9G
2024,8,Banking,Electronic Funds Transfer Report,Alberta,7,55892.95,2024-08-01,H1K
2020,6,Life Insurance,Suspicious Transaction Report,Ontario,10,35745.27,2020-06-01,C7T
2021,4,Money Services Businesses,Electronic Funds Transfer Report,Northwest Territories,16,5839.41,2021-04-01,L7C
2017,8,Securities Dealers,Large Cash Transaction Report,Nunavut,8,142.23,2017-08-01,S9K
2019,4,Real Estate,Suspicious Transaction Report,Northwest Territories,11,4494.67,2019-04-01,A1N
2020,6,Real Estate,Suspicious Transaction Report,Northwest Territories,7,15946.35,2020-06-01,C6E
2020,5,Banking,Suspicious Transaction Report,Ontario,12,78324.28,2020-05-01,J9P
2020,4,Real Estate,Large Cash Transaction Report,Alberta,8,1870.69,2020-04-01,R3B
2023,7,Banking,Suspicious Transaction Report,Alberta,11,12382.78,2023-07-01,S6P
2020,8,Money Services Businesses,Suspicious Transaction Report,Prince Edward Island,9,1821.82,2020-08-01,G9C
2016,6,Banking,Casino Disbursement Report,Nova Scotia,6,18389.68,2016-06-01,G2C
2023,1,Banking,Suspicious Transaction Report,Ontario,8,25854.9,2023-01-01,V5K
2018,7,Securities Dealers,Electronic Funds Transfer Report,Nunavut,10,177.57,2018-07-01,R9G
2021,4,Banking,Casino Disbursement Report,Manitoba,18,1411.75,2021-04-01,T4J
2020,2,Banking,Electronic Funds Transfer Report,Prince Edward Island,16,815.28,2020-02-01,M2B
2023,3,Securities Dealers,Suspicious Transaction Report,New Brunswick,13,7708.6,2023-03-01,G1Z
2024,10,Securities Dealers,Electronic Funds Transfer Report,New Brunswick,13,209.83,2024-10-01,B8W
2017,4,Banking,Suspicious Transaction Report,Nova Scotia,11,14722.97,2017-04-01,C0H
2022,7,Banking,Suspicious Transaction Report,Alberta,11,7729.59,2022-07-01,C7K
2019,9,Banking,Casino Disbursement Report,Nova Scotia,6,4582.59,2019-09-01,L1X
2020,10,Banking,Large Cash Transaction Report,Ontario,14,7247.69,2020-10-01,H7T
2017,11,Securities Dealers,Large Cash Transaction Report,Saskatchewan,8,36702.59,2017-11-01,A3X
2017,6,Banking,Suspicious Transaction Report,Yukon,10,2545.36,2017-06-01,C4E
2021,10,Casinos,Suspicious Transaction Report,Nova Scotia,8,10765.7,2021-10-01,G2X
2020,5,Banking,Large Cash Transaction Report,Nunavut,10,24131.45,2020-05-01,C5Y
2016,9,Banking,Casino Disbursement Report,British Columbia,8,12215.41,2016-09-01,C1A
2024,12,Securities Dealers,Suspicious Transaction Report,New Brunswick,17,3034.48,2024-12-01,H3K
2022,8,Banking,Suspicious Transaction Report,New Brunswick,14,2846.72,2022-08-01,V7E
2019,8,Banking,Suspicious Transaction Report,New Brunswick,7,17256.62,2019-08-01,G7V
2021,8,Life Insurance,Suspicious Transaction Report,Northwest Territories,14,11094.51,2021-08-01,X9J
2017,8,Money Services Businesses,Suspicious Transaction Report,Manitoba,13,70267.01,2017-08-01,E4P
2024,8,Banking,Suspicious Transaction Report,Yukon,13,7772.9,2024-08-01,N8Z
2019,10,Securities Dealers,Large Cash Transaction Report,Nova Scotia,11,5460.94,2019-10-01,R6Y
2017,10,Banking,Suspicious Transaction Report,Manitoba,10,3045.0,2017-10-01,X0B
2017,7,Securities Dealers,Large Cash Transaction Report,Yukon,9,19752.72,2017-07-01,T0E
2015,2,Securities Dealers,Suspicious Transaction Report,New Brunswick,7,1895.85,2015-02-01,X5W
2017,2,Real Estate,Casino Disbursement Report,Newfoundland and Labrador,10,2661.38,2017-02-01,L7L
